epoch,loss_sum
11660,61.0482
11680,61.1661
11700,61.1437
11720,59.7005
11740,58.6053
11760,57.9331
11780,57.8302
11800,58.0482
11820,58.7266
11840,61.1776
11860,63.7173
11880,65.0016
11900,65.6934
11920,65.7516
11940,65.9784
11960,66.343
11980,66.6602
12000,66.85
12020,66.958
12040,67.0813
12060,67.1812
12080,67.2104
12100,67.2753
12120,67.411
12140,67.551
12160,67.6472
12180,67.7095
12200,67.8134
12220,67.9172
12240,68.003
12260,68.1328
12280,68.3014
12300,68.3025
12320,68.4274
12340,68.5575
12360,68.6288
12380,68.6828
12400,68.7324
12420,68.7649
12440,68.7644
12460,68.7397
12480,68.7294
12500,68.7366
12520,68.6526
12540,68.4403
12560,68.2483
12580,68.1892
12600,68.1441
12620,68.0825
12640,68.0581
12660,68.0461
12680,68.0674
12700,68.1187
12720,68.1789
12740,68.2164
12760,68.2419
12780,68.3086
12800,68.3278
12820,68.331
12840,68.3323
12860,68.3163
12880,68.2146
12900,68.1026
12920,68.0993
12940,68.175
12960,68.2087
12980,68.2234
13000,68.2588
13020,68.3051
13040,68.3365
13060,68.3568
13080,68.3713
13100,68.3935
13120,68.4573
13140,68.5244
13160,68.5451
13180,68.5322
13200,68.554
13220,68.5867
13240,68.6079
13260,68.609
13280,68.5871
13300,68.5496
13320,68.5243
13340,68.495
13360,68.4951
13380,68.5205
13400,68.554
13420,68.5909
13440,68.6253
13460,68.6814
13480,68.71
13500,68.6892
13520,68.682
13540,68.679
13560,68.6731
13580,68.6767
13600,68.6815
13620,68.6572
13640,68.6139
13660,68.5718
13680,68.5575
13700,68.5596
13720,68.5611
13740,68.571
13760,68.5788
13780,68.6003
13800,68.6653
13820,68.7182
13840,68.7183
13860,68.5509
13880,64.2893
13900,63.7733
13920,66.0835
13940,66.5313
13960,66.7062
13980,66.7446
14000,66.6883
14020,66.616
14040,66.5514
14060,66.4936
14080,66.4605
14100,66.4544
14120,66.4679
14140,66.4821
14160,66.5158
14180,66.593
14200,66.6704
14220,66.7178
14240,66.7285
14260,66.6962
14280,66.6452
14300,66.5887
14320,66.5551
14340,66.5647
14360,66.6314
14380,66.745
14400,66.8575
14420,66.9931
14440,67.0695
14460,67.0854
14480,67.0742
14500,66.9934
14520,66.8531
14540,66.7209
14560,66.6709
14580,66.6892
14600,66.6984
14620,66.6783
14640,66.6567
14660,66.6447
14680,66.6914
14700,66.8074
14720,66.9412
14740,66.9624
14760,66.9111
14780,66.8462
14800,66.7886
14820,66.7636
14840,66.7549
14860,66.738
14880,66.7199
14900,66.7233
14920,66.7545
14940,66.779
14960,66.7786
14980,66.7739
15000,66.7614
15020,66.7396
15040,66.7375
15060,66.7366
15080,66.7347
15100,66.7379
15120,66.7536
15140,66.7733
15160,66.7945
15180,66.8045
15200,66.7951
15220,66.8161
15240,66.847
15260,66.8616
15280,66.8527
15300,66.8269
15320,66.8054
15340,66.7862
15360,66.769
15380,66.7488
15400,66.7333
15420,66.7323
15440,66.7248
15460,66.7086
15480,66.7155
15500,66.7504
15520,66.77
15540,66.7871
15560,66.7991
15580,66.7927
15600,66.7848
15620,66.7872
15640,66.7972
15660,66.8281
15680,66.8574
15700,66.8571
15720,66.8512
15740,66.8576
15760,66.8744
15780,66.8813
15800,66.8886
15820,66.8961
15840,66.9156
15860,66.9454
15880,66.9555
15900,66.9573
15920,66.9671
15940,66.9727
15960,66.9746
15980,66.9706
16000,66.9667
16020,66.9575
16040,66.9379
16060,66.9353
16080,66.9408
16100,66.9375
16120,66.9287
16140,66.9101
16160,66.8988
16180,66.8887
16200,66.8916
16220,66.9125
16240,66.9266
16260,66.9371
16280,66.9422
16300,66.9453
16320,66.9318
16340,66.9395
16360,66.9838
16380,67.0157
16400,67.023
16420,67.014
16440,66.9946
16460,66.9801
16480,66.9627
16500,66.9312
16520,66.9006
16540,66.8876
16560,66.9068
16580,66.9231
16600,66.9292
16620,66.9329
16640,66.9333
16660,66.9278
16680,66.925
16700,66.9306
16720,66.9401
16740,66.9529
16760,66.9627
16780,66.9599
16800,66.9523
16820,66.9383
16840,66.9147
16860,66.8668
16880,66.8129
16900,66.8287
16920,66.8442
16940,66.8541
16960,66.8601
16980,66.8635
17000,66.8811
17020,66.8938
17040,66.8951
17060,66.89
17080,66.8993
17100,66.9153
17120,66.9255
17140,66.9453
17160,66.9529
17180,66.9432
17200,66.9352
17220,66.9315
17240,66.9215
17260,66.904
17280,66.8906
17300,66.8915
17320,66.8866
17340,66.8719
17360,66.8757
17380,66.8943
17400,66.9086
17420,66.9121
17440,66.9099
17460,66.9025
17480,66.881
17500,66.875
17520,66.8988
17540,66.9115
17560,66.9084
17580,66.9014
17600,66.8958
17620,66.8906
17640,66.8814
17660,66.8706
17680,66.8657
17700,66.8582
17720,66.8471
17740,66.8338
17760,66.8745
17780,66.9433
17800,66.9746
17820,66.9893
17840,66.9944
17860,66.9903
17880,66.974
17900,66.951
17920,66.9352
17940,66.9416
17960,66.9486
17980,66.9478
18000,66.9503
18020,66.9535
18040,66.9539
18060,66.9567
18080,66.9666
18100,66.9715
18120,66.9641
18140,66.9675
18160,66.9812
18180,66.9907
18200,66.9929
18220,66.9861
18240,66.9806
18260,66.9853
18280,66.9968
18300,67.0052
18320,67.0016
18340,66.9926
18360,66.983
18380,66.9747
18400,66.9867
18420,66.9937
18440,67.0002
18460,67.0071
18480,67.0048
18500,66.9997
18520,67.0046
18540,66.9987
18560,66.99
18580,66.9766
18600,66.9805
18620,67.0145
18640,67.0282
18660,67.0328
18680,67.03
18700,67.0197
18720,67.0046
18740,66.9901
18760,66.9872
18780,66.9825
18800,66.9798
18820,66.994
18840,67.0114
18860,67.0131
18880,67.0015
18900,66.9909
18920,66.997
18940,66.9993
18960,67.0046
18980,67.0209
19000,67.0262
19020,67.0194
19040,67.0144
19060,67.0209
19080,67.0245
19100,67.0235
19120,67.0155
19140,67.0116
19160,67.0161
19180,67.0207
19200,67.0174
19220,67.0094
19240,66.9984
19260,66.9694
19280,66.9267
19300,66.9533
19320,67.0068
19340,67.0206
19360,67.0241
19380,67.0297
19400,67.0299
19420,67.0204
19440,66.9994
19460,66.9711
19480,66.9552
19500,66.9582
19520,66.9661
19540,66.9754
19560,66.9752
19580,66.978
19600,66.9781
19620,66.9686
19640,66.9536
19660,66.9558
19680,66.9641
19700,66.9625
19720,66.9558
19740,66.9537
19760,66.9571
19780,66.9567
19800,66.9586
19820,66.9616
19840,66.9573
19860,66.9424
19880,66.9144
19900,66.9122
19920,66.9467
19940,66.962
19960,66.9669
19980,66.9663
20000,66.9592
